Date,Close,Volume,MA7,MA21,MA60,MACD,EMA
2013-01-02,78.432854,140129500,74.66020314285711,76.12333276190468,81.85295214999991,0.0,78.432854
2013-01-03,77.442856,88241300,75.12489657142854,75.8234005714285,81.5560473999999,-0.02221149358973662,77.6903555
2013-01-04,75.285713,148583400,75.2642844285714,75.49108776190468,81.25702358333324,-0.09519472687600228,76.02560299999999
2013-01-07,74.842857,121039100,75.48673357142854,75.38979519047612,80.98495211666656,-0.14204509824774902,75.22724944999999
2013-01-08,75.044289,114676800,75.6959174285714,75.2406118571428,80.72176166666658,-0.1564970395511267,75.10477179338844
2013-01-09,73.871429,101901100,75.84918314285711,75.13074780952374,80.42697596666657,-0.21239517245317074,74.28141382967034
2013-01-10,74.78714000000001,150286500,75.67244828571427,75.0878226666666,80.17795214999992,-0.20310150533282467,74.61871884172004
2013-01-11,74.328575,87626700,75.0861227142857,74.94435333333325,79.91745219999993,-0.2154134775246206,74.4252601277439
2013-01-14,71.678574,183551900,74.26265385714284,74.69095209523802,79.6007617666666,-0.352137874507207,72.5940430071131
2013-01-15,69.41714499999999,219193100,73.42428699999998,74.3931971904761,79.2105951666666,-0.5604880114538986,70.47607513439914
2013-01-16,72.298569,172701200,73.06081728571428,74.36802709523802,78.88078559999992,-0.5496752323827252,71.69107790352591
2013-01-17,71.811432,113419600,72.59898057142856,74.25816347619039,78.57135706666661,-0.5610285250025555,71.77131411882057
2013-01-18,71.428574,118230700,72.25000128571426,74.02755123809514,78.30983324999993,-0.5836331084741033,71.54282056295655
2013-01-22,72.110001,115386600,71.86755285714284,73.88102076190468,78.0020713666666,-0.5534798647034336,71.92094093337442
2013-01-23,73.43,215377400,71.73918499999998,73.82850361904754,77.7655237666666,-0.4453470365854173,72.92698038123744
2013-01-24,64.35714,365213100,70.69326585714282,73.36027209523802,77.36949996666661,-0.9079649493501591,67.21375332769094
2013-01-25,62.84,302006600,69.75367371428568,72.81408171428563,76.96554761666661,-1.3433953544342927,64.29791775331815
2013-01-28,64.261429,196379400,68.60551085714283,72.38435390476181,76.59847621666661,-1.570751935405113,64.27359191770992
2013-01-29,65.46714,142789500,67.6991834285714,71.99802714285705,76.27216663333327,-1.6490273098125812,65.06929063992125
2013-01-30,65.261429,104288800,66.81816271428569,71.63911571428562,75.93952376666661,-1.7028677423683973,65.19738288001048
2013-01-31,65.07,79833600,65.81244828571425,71.11748314285704,75.65069039999995,-1.7367215336804236,65.11246095999537
2013-02-01,64.802856,134871100,64.57999914285712,70.46843561904753,75.33878561666661,-1.760156849957994,64.90605765332522
2013-02-04,63.188572,119279300,64.41306085714282,69.7896601904761,75.00419044999994,-1.8671362894712047,63.7610672177629
2013-02-05,65.405716,143336900,64.77959171428567,69.31918414285705,74.76571426666662,-1.775764851801199,64.85749973925817
2013-02-06,65.335716,148426600,64.93306128571426,68.86646314285706,74.5742857666666,-1.6886966189144346,65.1763105797531
2013-02-07,66.888573,176145200,65.1361231428571,68.47809571428563,74.3865715166666,-1.4920920035417424,66.31781885991815
2013-02-08,67.854286,158289600,65.50653128571425,68.191565095238,74.22502391666659,-1.253022163885845,67.34213028663953
2013-02-11,68.561432,129372600,66.00530728571424,67.89510280952372,74.07509538333326,-1.001443457123699,68.15499809554655
2013-02-12,66.842857,152263300,66.29673599999997,67.53864004761897,73.9108572666666,-0.917393566791759,67.28023736518216
2013-02-13,66.715714,118801900,66.8006134285714,67.3023133809523,73.7713096666666,-0.8503657987398299,66.90388845506072
2013-02-14,66.655716,88818800,66.97918485714283,67.17081676190467,73.62585729999994,-0.7925508009676747,66.7384401516869
2013-02-15,65.737144,97936300,67.03653171428567,66.85836795238086,73.37450014999993,-0.805825388867575,66.07090938389562
2013-02-19,65.71285999999999,108945900,66.86857271428568,66.56795976190467,73.13421453333326,-0.808690198556306,65.83220979463188
2013-02-20,64.121429,119075600,66.33530742857138,66.22000047619039,72.86552403333326,-0.920100473463279,64.6916892648773
2013-02-21,63.722857999999995,111795600,65.64408257142853,65.82061271428563,72.56685733333326,-1.0264549590090866,64.0458017549591
2013-02-22,64.40142800000001,82663700,65.29530699999997,65.39068071428564,72.23657154999994,-1.04680035878458,64.2828859183197
2013-02-25,63.257141000000004,93144800,64.80122514285712,65.33829980952373,71.89852388333325,-1.1371053001632134,63.599055972773236
2013-02-26,64.138573,125374900,64.44163328571426,65.40013661904754,71.57954768333326,-1.1278512496617878,63.95873399092441
2013-02-27,63.509997999999996,146837600,64.12346957142854,65.36435419047612,71.23480959999992,-1.1555043639383058,63.65957666364147
2013-02-28,63.057143999999994,80628800,63.744081571428545,65.2495924761904,70.8922382166666,-1.1984787316570333,63.25795488788049
2013-03-01,61.495716,138112100,63.36897971428569,65.07027280952373,70.52147628333327,-1.3380339999101665,62.08312896262683
2013-03-04,60.007141000000004,145688900,62.83816299999999,64.82918428571422,70.15052393333328,-1.546367717762969,60.69913698754228
2013-03-05,61.591427,159608400,62.43673428571427,64.67625909523802,69.89421436666662,-1.5696412272906812,61.29399699584743
2013-03-06,60.80857099999999,115062500,62.086938571428554,64.56292571428564,69.60473823333328,-1.630380293764894,60.97037966528247
2013-03-07,61.51142900000001,117118400,61.711632285714266,64.3774834761904,69.36028581666662,-1.6048292081632454,61.33107922176083
2013-03-08,61.674285999999995,97870500,61.4493877142857,64.20312966666658,69.12671444999997,-1.553808556259284,61.55988374058694
2013-03-11,62.552856000000006,118559000,61.37734657142856,63.99666695238088,68.88023819999997,-1.42773192812799,62.221865246862315
2013-03-12,61.204285,116477900,61.33571357142856,63.68000023809517,68.6169762833333,-1.417761350162209,61.54347841562077
2013-03-13,61.192856000000006,101387300,61.50510142857142,63.32911566666659,68.3756905833333,-1.39463184731067,61.30973013854026
2013-03-14,61.785713,75968900,61.53285657142856,63.08829928571421,68.19166678333329,-1.3142140220384064,61.62705204618009
2013-03-15,63.380001,160990200,61.9002037142857,62.92945580952373,68.01269066666663,-1.111356107332476,62.79568468206003
2013-03-18,65.102859,151549300,62.413265142857135,62.855510238095164,67.82654779999994,-0.804660981423325,64.33380089402
2013-03-19,64.927139,131693800,62.877958428571425,62.816938571428494,67.65554776666663,-0.5690364934201639,64.72935963134
2013-03-20,64.58285500000001,77165200,63.16795828571428,62.763128809523735,67.48971434999996,-0.4050367603139833,64.63168987711335
2013-03-21,64.675713,95813900,63.66387657142856,62.78952328571421,67.33114286666664,-0.26463991868268977,64.66103862570445
2013-03-22,65.987144,98776300,64.34877485714284,62.897346428571346,67.19242863333331,-0.048331121260815735,65.54510887523482
2013-03-25,66.225716,125283900,64.98306099999999,62.98421728571421,67.07476201666664,0.14047573487442833,65.9988469584116
2013-03-26,65.877144,73573500,65.33979571428571,63.10897933333325,66.94638104999997,0.2592657347373688,65.91771165280387
2013-03-27,64.58285500000001,82809300,65.26550942857143,63.13013561904755,66.8094524833333,0.24713716991364265,65.0278072176013
2013-03-28,63.237143999999994,110709900,65.02408157142857,63.117142571428495,66.59633348333331,0.1284503769594636,63.834031739200434
2013-04-01,61.27285799999999,97433000,64.55122485714286,63.032176571428494,66.31033354999997,-0.1213561375116754,62.12658257973347
2013-04-02,61.398571,132379800,64.0830617142857,63.027550619047545,66.04292879999997,-0.3057175342233265,61.64124152657782
2013-04-03,61.712856,90804000,63.47244914285714,63.10877514285707,65.81671451666664,-0.4217689233983606,61.68898450885928
2013-04-04,61.102856,89611900,62.74061199999999,63.08550985714278,65.58771449999996,-0.5562048486515607,61.29823216961976
2013-04-05,60.457142000000005,95923800,61.96632599999999,63.06877514285706,65.3445953833333,-0.7063663592651679,60.737505389873256
2013-04-08,60.887142000000004,75207300,61.438366999999985,63.03904719047612,65.12819059999997,-0.7818440639511977,60.837263129957755
2013-04-09,60.99714300000001,76653500,61.118366857142846,63.006802285714215,64.89835731666663,-0.8233290920226537,60.943849709985926
2013-04-10,62.241428000000006,93982000,61.25673399999999,62.99197238095231,64.69690486666664,-0.7476722435893777,61.80890190332864
2013-04-11,62.047142,82091100,61.349386999999986,63.032108428571355,64.53638099999996,-0.6953012866002055,61.967728634442885
2013-04-12,61.400002,59653300,61.304693571428565,63.04197252380945,64.40276194999997,-0.6977474254686697,61.58924421148097
2013-04-15,59.978573,79380000,61.14408171428571,62.95591823809517,64.1974286833333,-0.8046512602414779,60.51546340382699
2013-04-16,60.89143000000001,76442800,61.20612285714286,62.83741485714278,64.01542864999996,-0.8066734241989195,60.766107801275666
